player_id,player_name,Latest_Year,off_poss,def_poss,possessions,box_oVPM_TS,box_oVPM_TOV,box_oVPM_SC,box_dVPM_TS,box_dVPM_TOV,box_dVPM_SC,box_off,box_def,box_net,source_box_off_gap,source_box_def_gap,source_box_net_gap
1641750,Ryan Kalkbrenner,2026,3046,3017,6063,-0.166549891945278,-1.046985637330432,1.0841093931429189,2.358993458324404,-0.6804500302076985,-0.1160381566000846,-0.12942613613279108,1.562505271516621,1.43307913538383,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
1629750,Javonte Green,2026,10167,10230,20397,-0.8084458207205495,0.0957030972829282,0.4474346593266959,0.5118023777333148,1.2287595678776655,-0.0440291923645251,-0.26530806411092545,1.6965327532464551,1.4312246891355298,-3.3306690738754696e-16,0.0,-2.220446049250313e-16
1641739,Toumani Camara,2026,14374,14392,28766,-0.7385101757712932,-0.5454818376537712,1.3302149968257793,-0.009198484393695298,1.287863946351362,0.1016395950883116,0.046222983400714845,1.3803050570459783,1.4265280404466931,2.42861286636753e-16,-2.220446049250313e-16,2.220446049250313e-16
1629638,Nickeil Alexander-Walker,2026,18153,18204,36357,0.4717594447817904,0.2239766907479351,-0.2904244464557462,0.26871999945999747,0.8451943222745375,-0.0948804130946049,0.40531168907397924,1.01903390863993,1.4243455977139092,-5.551115123125783e-17,2.220446049250313e-16,0.0
1630183,Jaden McDaniels,2026,22849,22917,45766,0.1677672007452836,-0.1905562483217669,-0.1532239128200694,1.3238706487660803,0.311576526060297,-0.0532779469404951,-0.1760129603965527,1.582169227885882,1.4061562674893293,8.326672684688674e-17,-2.220446049250313e-16,-2.220446049250313e-16
1630241,Sam Merrill,2026,8079,8009,16088,0.2944477120893483,0.3636276160078859,-0.1950108513179538,0.8960322595162816,0.2257182033872017,-0.1831053338384575,0.4630644767792804,0.9386451290650258,1.4017096058443062,0.0,2.220446049250313e-16,0.0
204456,T.J. McConnell,2026,12030,12075,24105,0.8335326208366597,0.506099263079212,-0.7216743179668701,-0.3185558300917986,1.5548121227448015,-0.463615191623094,0.6179575659490018,0.772641101029909,1.3905986669789108,0.0,2.220446049250313e-16,4.440892098500626e-16
1627759,Jaylen Brown,2026,23398,23332,46730,1.383029185474179,0.2442394642395939,-0.2636590718217898,0.36017632873720273,-0.1970852410254512,-0.1533944238033406,1.363609577891983,0.009696663908410952,1.3733062418003938,0.0,2.5153490401663703e-16,0.0
1629636,Darius Garland,2026,21176,21002,42178,2.6609528497236936,0.4767156238851092,-0.2652092161418102,-1.285071439262953,0.4446336636601899,-0.6850924593843443,2.8724592574669927,-1.5255302349871074,1.3469290224798853,0.0,0.0,2.220446049250313e-16
1628404,Josh Hart,2026,23673,23662,47335,0.887494231744953,-0.1605003343109138,0.2838580612413748,-0.5377116990318933,0.1279245577235341,0.7362243824445465,1.0108519586754139,0.3264372411361872,1.3372891998116012,-2.220446049250313e-16,-1.6653345369377348e-16,-4.440892098500626e-16
