player_id,player_name,Latest_Year,oALT_TS,oALT_EFG,oALT_SQ,oALT_MAKE,oALT_FT,oALT_TOV,oALT_TOV_bp,oALT_TOV_sc,oSC,dALT_TS,dALT_EFG,dALT_SQ,dALT_MAKE,dALT_FT,dALT_TOV,dALT_TOV_bp,dALT_TOV_sc,dSC,oFC,dFC,off,def,net_rapm,RESID,possessions,off_poss,def_poss
1631245,Quenton Jackson,2026,0.33,0.03,0.66,-0.63,0.3,-0.05,-0.03,-0.0,-0.7,-0.94,-1.04,-0.36,-0.68,0.1,0.73,0.09,0.64,0.7,0.28,-0.21,-0.42,0.49,0.08,0.01,5286,2647,2639
1642272,Jared McCain,2026,-0.02,0.05,0.2,-0.15,-0.07,-0.1,0.46,-0.57,0.0,0.29,0.1,-0.05,0.15,0.19,-0.26,0.07,-0.33,0.17,-0.12,0.03,-0.12,0.2,0.08,0.0,7139,3570,3569
203897,Zach LaVine,2026,2.16,2.42,0.44,1.98,-0.26,-0.07,-0.15,0.08,-0.76,0.49,0.57,-0.34,0.91,-0.08,-1.01,-0.44,-0.58,-0.74,2.09,-0.52,1.33,-1.26,0.07,-0.0,15754,7870,7884
1642490,Oduro,2026,0.1,0.01,-0.12,0.13,0.09,0.12,0.02,0.1,0.29,-0.07,-0.11,-0.15,0.04,0.04,-0.15,-0.16,0.01,-0.24,0.22,-0.22,0.51,-0.46,0.06,0.01,371,185,186
1642928,Dylan Cardwell,2026,-1.57,-1.4,-0.44,-0.96,-0.17,-0.48,-0.22,-0.25,1.13,0.39,0.53,0.43,0.1,-0.14,0.27,0.09,0.19,0.32,-2.05,0.66,-0.92,0.98,0.06,-0.0,3558,1781,1777
1642877,Micah Peavy,2026,-0.48,-0.54,0.26,-0.8,0.06,-0.06,0.03,-0.09,0.72,0.09,0.36,0.19,0.17,-0.27,0.19,0.03,0.16,-0.4,-0.54,0.28,0.18,-0.12,0.06,0.0,3775,1886,1889
1631127,Harrison Ingram,2026,0.46,0.53,-0.03,0.56,-0.07,-0.22,-0.16,-0.05,-0.12,-0.27,-0.21,-0.09,-0.12,-0.06,0.12,0.16,-0.05,0.07,0.24,-0.15,0.12,-0.08,0.04,-0.0,252,129,123
1630551,Justin Champagnie,2026,0.42,0.65,-0.34,0.99,-0.23,-0.41,-0.38,-0.03,1.01,0.16,0.3,-0.32,0.62,-0.14,-0.26,0.08,-0.34,-0.88,0.01,-0.1,1.02,-0.98,0.04,0.0,11231,5597,5634
1642530,Yuki Kawamura,2026,0.88,0.83,0.2,0.63,0.05,-0.24,-0.08,-0.16,-0.23,-0.32,-0.42,-0.18,-0.24,0.1,0.41,0.09,0.33,-0.46,0.64,0.09,0.41,-0.37,0.04,0.0,1278,637,641
1642866,Joan Beringer,2026,0.63,0.62,0.11,0.51,0.01,-0.06,-0.13,0.07,0.22,0.02,-0.03,-0.2,0.17,0.05,-0.01,0.09,-0.1,-0.76,0.57,0.01,0.79,-0.75,0.04,-0.0,1336,662,674
1630679,Ethan Thompson,2026,-0.07,-0.15,-0.12,-0.03,0.08,0.45,0.09,0.36,-0.6,0.12,0.54,0.6,-0.06,-0.42,0.21,0.06,0.15,-0.08,0.38,0.33,-0.22,0.25,0.03,-0.0,2567,1289,1278
1630182,Josh Green,2026,-0.71,-0.8,-0.59,-0.21,0.09,-0.41,-0.26,-0.15,-0.55,1.09,1.04,0.32,0.72,0.05,0.38,0.23,0.15,0.22,-1.12,1.47,-1.67,1.69,0.03,0.01,11430,5717,5713
1630587,Isaiah Livers,2026,-0.42,-0.33,0.22,-0.55,-0.09,-0.16,0.05,-0.21,-0.04,0.91,1.12,0.1,1.02,-0.21,0.2,0.16,0.03,-0.46,-0.58,1.11,-0.62,0.65,0.02,-0.01,1421,704,717
1641789,Jazian Gortman,2026,-0.02,0.0,-0.04,0.04,-0.02,-0.02,0.1,-0.13,-0.19,0.24,0.29,0.1,0.19,-0.05,-0.01,-0.15,0.14,-0.01,-0.04,0.23,-0.23,0.22,-0.01,0.0,239,120,119
1641813,Mark Sears,2026,0.4,0.27,-0.05,0.32,0.13,-0.03,-0.1,0.06,-0.27,-0.1,-0.08,-0.01,-0.07,-0.02,0.21,0.1,0.1,-0.24,0.37,0.11,0.1,-0.13,-0.02,0.01,105,53,52
1629023,P.J. Washington,2026,-0.69,-0.79,-0.51,-0.28,0.1,-0.29,0.31,-0.61,0.43,1.03,1.06,0.17,0.89,-0.03,-0.62,-0.1,-0.5,0.12,-0.98,0.41,-0.55,0.53,-0.02,0.0,14866,7417,7449
202331,Paul George,2026,-0.49,-0.04,-0.05,0.01,-0.45,0.3,-0.1,0.4,-1.25,0.21,-0.1,0.21,-0.31,0.31,0.67,0.14,0.53,0.53,-0.19,0.88,-1.44,1.41,-0.03,-0.0,10057,5037,5020
202704,Reggie Jackson,2026,0.0,0.05,-0.4,0.45,-0.05,0.37,0.2,0.17,-0.56,-0.18,-0.25,0.19,-0.44,0.07,0.4,0.2,0.2,-0.06,0.37,0.22,-0.19,0.16,-0.03,0.0,1454,723,731
1642368,N'Faly Dante,2026,0.58,0.62,-0.12,0.74,-0.04,-0.06,-0.22,0.16,-0.37,0.31,0.34,0.03,0.31,-0.03,-0.1,-0.05,-0.06,-0.4,0.52,0.21,0.15,-0.19,-0.04,0.0,276,138,138
